name,ranking,categories,mechanics,yearpublished,playingtime,minage,usersrate,average,bayesaverage,stddev,numcomments,numweights,averageweight,recom_plyrs_int,avgprice,numcat,nummech,langdep
Tak,901,Abstract Strategy,"Grid Movement, Network and Route Building, Square Grid",2017,60,12,2508,7.60018,6.62886,1.44494,666,68,2.4853,2,36.05,1,3,1
Qwirkle,902,Abstract Strategy,"Hand Management, Pattern Building, Tile Placement",2006,45,6,18223,6.77711,6.62845,1.24533,3708,788,1.6142,4,29.33,1,3,1
Roam,903,Fantasy,"Action Retrieval, Area Majority / Influence, Grid Coverage, Square Grid",2019,45,8,3014,7.34083,6.62831,1.1105,574,66,1.8182,3,125.0,1,4,1
The Grimm Forest,904,"Animals, Fantasy","Rock-Paper-Scissors, Set Collection, Simultaneous Action Selection, Take That",2018,60,14,5376,7.10692,6.62826,1.40616,1084,120,1.9417,4,44.99,2,4,3
A War of Whispers,905,"Fantasy, Political, Spies/Secret Agents","Area Majority / Influence, Betting and Bluffing, Hidden Victory Points, Take That, Worker Placement",2019,60,14,2874,7.38944,6.62647,1.34282,594,73,2.5753,4,83.28,3,5,3
Kingsburg (Second Edition),906,"City Building, Dice, Fantasy, Medieval","Dice Rolling, Worker Placement, Worker Placement with Dice Workers",2017,120,10,2586,7.44464,6.62612,1.19465,439,70,2.4429,4,64.49,4,3,3
DC Comics Deck-Building Game,907,"Card Game, Comic Book / Strip","Deck Bag and Pool Building, Open Drafting",2012,45,15,6977,7.03537,6.62583,1.49987,1375,272,1.9926,3,44.33,2,2,3
Creature Comforts,908,Animals,"Dice Rolling, Events, Open Drafting, Set Collection, Solo / Solitaire Game, Turn Order: Progressive, Worker Placement with Dice Workers",2022,45,8,2395,7.62606,6.62549,1.27422,543,123,2.3333,2,37.98,1,7,3
Santa Monica,909,"City Building, Travel","Chaining, Open Drafting, Set Collection, Tile Placement",2020,40,14,3249,7.28342,6.62538,1.12338,561,101,2.1485,2,30.98,2,4,2
Flick 'em Up!,910,"Action / Dexterity, American West, Fighting","Flicking, Pick-up and Deliver, Team-Based Game",2015,45,7,8573,6.88671,6.62469,1.26336,1700,192,1.3281,4,66.67,3,3,1
Dominant Species: Marine,911,"Animals, Environmental, Prehistoric","Area Majority / Influence, Grid Movement, Modular Board, Open Drafting, Tile Placement, Variable Phase Order, Variable Player Powers, Worker Placement",2021,150,14,1420,8.08994,6.62428,1.37497,361,75,3.8667,4,99.37,3,8,3
Maquis,912,"Print & Play, World War II","Solo / Solitaire Game, Worker Placement",2013,30,14,2637,7.44279,6.62256,1.20802,893,103,2.165,1,31.66,2,2,2
Gold West,913,"American West, Economic, Territory Building","Area Majority / Influence, Contracts, Mancala, Modular Board, Network and Route Building, Set Collection",2015,60,13,2880,7.32376,6.62227,1.13642,621,88,2.4659,3,48.56,3,6,2
Clinic: Deluxe Edition,914,"City Building, Economic, Medical, Territory Building, Transportation","Catch the Leader, Pick-up and Deliver, Simulation, Solo / Solitaire Game, Three Dimensional Movement, Tile Placement",2019,150,14,2026,7.66497,6.62205,1.33105,462,156,4.0577,3,88.07,5,6,1
Lowlands,915,Farming,"Action Points, Set Collection, Tile Placement, Worker Placement",2018,100,12,2647,7.40849,6.62142,1.22501,538,76,3.0921,3,51.74,1,4,2
Ohanami,916,Card Game,"Closed Drafting, Pattern Building, Set Collection",2019,20,8,2900,7.33203,6.61988,1.10866,496,64,1.125,3,10.45,1,3,1
Black Sonata,917,"Deduction, Print & Play, Renaissance","Action Queue, Hidden Movement, Point to Point Movement, Push Your Luck, Solo / Solitaire Game",2017,30,12,2455,7.50261,6.61943,1.2498,774,70,2.0714,1,46.99,3,5,2
Condottiere,918,"Bluffing, Card Game, Medieval, Negotiation","Area Majority / Influence, Auction/Bidding, Constrained Bidding, Hand Management",1995,45,14,9500,6.86522,6.6186,1.33701,2615,711,1.9564,5,25.48,4,4,1
Pax Renaissance: 2nd Edition,919,"Pike and Shot, Renaissance","Action Points, Increase Value of Unchosen Resources, Market, Open Drafting, Simulation",2021,120,12,1080,8.62185,6.61803,1.45865,328,135,4.5185,3,86.75,2,5,2
The City of Kings,920,"Adventure, Exploration, Fantasy, Fighting, Puzzle","Action Points, Cooperative Game, Modular Board, Role Playing, Scenario / Mission / Campaign Game, Solo / Solitaire Game, Square Grid, Storytelling, Variable Player Powers",2018,180,14,2379,7.60866,6.61799,1.6171,630,90,3.1889,1,512.15,5,9,3
Antike,921,"Ancient, Civilization, Fighting, Nautical, Territory Building","Area Majority / Influence, Area Movement, Rondel",2005,120,12,4660,7.08953,6.61518,1.35443,1546,634,2.9968,5,,5,3,2
The Speicherstadt,922,Economic,"Auction/Bidding, Auction: Dutch Priority, Set Collection",2010,45,8,4978,7.03456,6.61395,1.23251,1239,359,2.2674,4,101.44,1,3,1
Ascension: Return of the Fallen,923,"Card Game, Fantasy","Deck Bag and Pool Building, Hand Management, Open Drafting",2011,30,13,3279,7.28371,6.61223,1.2918,669,120,2.1583,2,71.63,2,3,4
La Città,924,"City Building, Civilization, Renaissance, Territory Building","Area Majority / Influence, Commodity Speculation, Modular Board, Open Drafting, Tile Placement",2000,120,12,5185,7.0245,6.61137,1.286,1699,552,3.2736,4,19.76,4,5,2
Discoveries: The Journals of Lewis & Clark,925,"American West, Dice","Contracts, Deck Bag and Pool Building, Dice Rolling, Set Collection, Worker Placement, Worker Placement with Dice Workers",2015,60,14,4748,7.04547,6.61077,1.15866,983,195,2.3692,3,,2,6,1
Abomination: The Heir of Frankenstein,926,"Horror, Novel-based, Science Fiction","Dice Rolling, Events, Narrative Choice / Paragraph, Set Collection, Storytelling, Variable Player Powers, Worker Placement, Worker Placement Different Worker Types",2019,180,13,2508,7.49049,6.60956,1.42046,575,103,3.2524,3,49.36,3,8,4
Caylus 1303,927,"City Building, Economic, Medieval","Action Queue, Ownership, Take That, Turn Order: Claim Action, Turn Order: Pass Order, Variable Player Powers, Variable Set-up, Worker Placement",2019,90,12,2327,7.50444,6.60777,1.30105,444,98,2.9082,4,42.53,3,8,1
Herbaceous,928,"Card Game, Print & Play","Push Your Luck, Set Collection, Solo / Solitaire Game",2017,20,8,4814,7.06977,6.60777,1.13391,1110,130,1.2,4,22.24,2,3,1
Tidal Blades: Heroes of the Reef,929,Fantasy,"Deck Bag and Pool Building, Dice Rolling, Hand Management, Kill Steal, Open Drafting, Re-rolling and Locking, Set Collection, Solo / Solitaire Game, Turn Order: Claim Action, Variable Player Powers, Worker Placement",2020,90,14,2240,7.63362,6.60694,1.45442,603,67,2.8806,3,121.25,1,11,3
Regicide,930,"Card Game, Fantasy","Communication Limits, Cooperative Game, Hand Management, Solo / Solitaire Game, Variable Set-up",2020,30,10,2415,7.51853,6.60674,1.27292,553,67,1.9254,4,17.7,2,5,1
Cat Lady,931,"Animals, Card Game, Humor","Open Drafting, Set Collection",2017,30,8,5047,7.05622,6.60642,1.17208,1022,116,1.4138,2,20.24,3,2,2
Star Trek: Frontiers,932,"Movies / TV / Radio theme, Science Fiction, Space Exploration","Cooperative Game, Deck Bag and Pool Building, Hexagon Grid, Modular Board, Solo / Solitaire Game, Tile Placement, Variable Player Powers",2016,240,14,1744,7.84562,6.60601,1.47794,533,108,4.3241,1,77.92,3,7,4
History of the World,933,"Civilization, Ancient, Medieval, Napoleonic, Renaissance, Wargame, World War I","Area Majority / Influence, Dice Rolling, Hand Management",1991,270,12,4500,7.11612,6.6052,1.5183,1606,496,2.7661,6,54.87,7,3,3
Automobiles,934,"Racing, Sports, Transportation","Deck Bag and Pool Building, Hand Management, Race",2016,75,10,3202,7.2338,6.60499,1.21758,716,73,2.2055,4,100.0,3,3,3
Riverboat,935,Farming,"Action Drafting, Hexagon Grid, Open Drafting, Set Collection, Tile Placement",2017,90,10,2392,7.45177,6.60345,1.09444,458,91,2.9011,4,44.48,1,5,1
Manila,936,"Nautical, Pirates, Transportation","Auction/Bidding, Auction: Turn Order Until Pass, Betting and Bluffing, Commodity Speculation, Dice Rolling, Loans, Worker Placement",2005,60,10,5851,6.98222,6.60288,1.27261,1482,560,2.0321,4,179.99,3,7,1
Legendary Encounters: A Predator Deck Building Game,937,"Card Game, Movies / TV / Radio theme, Science Fiction","Cooperative Game, Deck Bag and Pool Building, Open Drafting, Player Elimination",2015,45,17,2632,7.42499,6.60259,1.33742,503,74,2.6757,3,89.5,3,4,4
Mr. Jack Pocket,938,"Bluffing, Deduction, Murder/Mystery, Post-Napoleonic","Hidden Movement, Map Deformation, Modular Board",2010,15,14,8296,6.86292,6.602,1.20887,1626,335,1.8239,2,15.43,4,3,1
Mint Works,939,"Card Game, Industry / Manufacturing","Open Drafting, Ownership, Turn Order: Claim Action, Worker Placement",2017,20,13,6005,6.97272,6.60118,1.22058,1387,151,1.7152,3,17.98,2,4,2
Star Wars: The Queen's Gambit,940,"Fighting, Miniatures, Movies / TV / Radio theme, Science Fiction, Wargame","Campaign / Battle Card Driven, Dice Rolling, Simultaneous Action Selection",2000,120,12,2192,7.54934,6.60116,1.48352,835,198,2.4848,2,525.0,5,3,2
Unlock!: Epic Adventures,941,"Card Game, Exploration, Puzzle, Real-time","Cooperative Game, Real-Time, Scenario / Mission / Campaign Game",2019,60,10,1681,7.7899,6.60026,1.24292,308,14,2.1429,2,28.39,4,3,5
Marvel Dice Masters: Uncanny X-Men,942,"Collectible Components, Comic Book / Strip, Dice, Fighting","Deck Bag and Pool Building, Dice Rolling",2014,60,14,3794,7.17221,6.5997,1.39559,691,114,2.3684,2,19.99,4,2,2
Majesty: For the Realm,943,"Card Game, Medieval","Auction: Dutch, Open Drafting, Set Collection, Victory Points as a Resource",2017,40,7,5940,6.95816,6.59851,1.13803,931,156,1.7308,4,55.0,2,4,2
World's Fair 1893,944,Post-Napoleonic,"Area Majority / Influence, Open Drafting, Set Collection",2016,45,10,3671,7.16758,6.59834,1.1593,847,93,2.0,4,23.78,1,3,1
Railroad Revolution,945,Trains,"Network and Route Building, Worker Placement, Worker Placement Different Worker Types",2016,90,12,2680,7.34531,6.59741,1.2483,569,110,3.2545,3,92.5,1,3,1
Empires of the Void II,946,"Civilization, Economic, Exploration, Science Fiction, Space Exploration","Action Points, Area Majority / Influence, Dice Rolling, Follow, Hand Management, Modular Board, Pick-up and Deliver, Point to Point Movement, Variable Player Powers",2018,180,13,2297,7.49645,6.59708,1.3555,700,104,3.4712,3,74.43,5,9,4
Rivals for Catan,947,"Card Game, City Building, Medieval, Territory Building","Dice Rolling, Hand Management, Open Drafting",2010,120,10,6842,6.95726,6.59685,1.39219,1350,302,2.3212,2,16.59,4,3,3
Cottage Garden,948,"Abstract Strategy, Farming, Puzzle","Grid Coverage, Open Drafting, Pattern Building, Tile Placement",2016,60,8,7919,6.87363,6.59654,1.1968,1523,162,1.8951,3,52.15,3,4,1
Black Fleet,949,"Nautical, Pirates, Transportation","Area Movement, Grid Movement, Hand Management, Pick-up and Deliver, Take That, Variable Player Powers",2014,60,14,5300,7.00372,6.59639,1.23545,1233,213,1.9437,4,86.66,3,6,3
Winner's Circle,950,"Animals, Racing, Sports","Betting and Bluffing, Roll / Spin and Move",2001,60,10,5377,6.98663,6.59599,1.23283,1820,511,1.6067,6,40.0,3,2,1
Orchard: A 9 card solitaire game,951,"Abstract Strategy, Card Game, Dice, Farming, Print & Play","Layering, Melding and Splaying, Pattern Building, Solo / Solitaire Game, Tile Placement",2018,10,8,2577,7.42114,6.59558,1.14779,685,74,1.1757,1,16.0,5,5,1
Valley of the Kings,952,"Ancient, Card Game, Mythology, Religious","Deck Bag and Pool Building, Hand Management, Open Drafting, Set Collection",2014,45,14,4619,7.03052,6.59549,1.19213,1051,164,2.1829,2,46.75,4,4,3
Merchant of Venus (Second Edition),953,"Economic, Exploration, Science Fiction, Space Exploration, Transportation","Commodity Speculation, Dice Rolling, Pick-up and Deliver, Point to Point Movement, Roll / Spin and Move, Variable Set-up",2012,240,14,3766,7.14648,6.59528,1.47155,1057,231,3.0087,3,132.52,5,6,3
Polis: Fight for the Hegemony,954,"Ancient, Civilization, Economic, Territory Building, Wargame","Area Majority / Influence, Area Movement, Dice Rolling, Simulation, Variable Phase Order, Variable Set-up, Victory Points as a Resource",2012,120,12,2293,7.52453,6.59493,1.59483,730,221,3.6742,2,106.25,5,7,2
Space Hulk (Fourth Edition),955,"Fighting, Miniatures, Science Fiction","Action Points, Dice Rolling, Grid Movement, Modular Board, Scenario / Mission / Campaign Game, Stat Check Resolution",2014,60,12,1725,7.93792,6.59271,1.45957,420,86,2.7093,2,510.93,3,6,1
Firenze,956,"Economic, Renaissance","Increase Value of Unchosen Resources, Set Collection",2010,60,12,3060,7.24363,6.59213,1.17503,734,172,2.5465,3,45.0,2,2,3
Smash Up: Pretty Pretty Smash Up,957,"Animals, Card Game, Fantasy, Humor","Area Majority / Influence, Hand Management, Variable Player Powers",2015,45,14,3446,7.24176,6.59168,1.3426,484,44,2.1591,8,80.03,4,3,3
Wildlands,958,"Fantasy, Fighting, Miniatures","Area Movement, Hand Management, Interrupts, Kill Steal, Secret Unit Deployment, Variable Player Powers",2018,60,14,3088,7.29237,6.59152,1.36424,663,81,2.1235,4,67.27,3,6,1
Irish Gauge,959,"Economic, Trains","Auction/Bidding, Hexagon Grid, Income, Investment, Network and Route Building, Random Production, Stock Holding, Victory Points as a Resource",2014,60,12,2811,7.29611,6.59134,1.22761,616,73,2.3562,4,29.99,2,8,1
A Distant Plain,960,"Modern Warfare, Wargame","Area Majority / Influence, Area Movement, Dice Rolling, Solo / Solitaire Game, Variable Phase Order, Variable Player Powers",2013,300,12,1672,7.83495,6.59119,1.37805,575,140,3.8357,4,85.0,2,6,4
Fields of Green,961,"Card Game, City Building, Farming","Closed Drafting, Simultaneous Action Selection, Tile Placement, Variable Phase Order",2016,45,12,3601,7.15245,6.59089,1.20268,855,93,2.6667,2,36.49,3,4,3
Islebound,962,"Fantasy, Nautical, Pirates","Area Majority / Influence, Area Movement, Dice Rolling, End Game Bonuses, Increase Value of Unchosen Resources, Modular Board, Ownership, Pick-up and Deliver, Push Your Luck, Worker Placement",2016,120,13,3442,7.17662,6.59085,1.22362,790,84,2.7143,4,86.67,3,10,3
Zombicide Season 3: Rue Morgue,963,"Horror, Miniatures, Zombies","Action Points, Cooperative Game, Dice Rolling, Hand Management, Modular Board, Team-Based Game, Variable Player Powers",2015,60,14,2645,7.5235,6.59082,1.47198,415,78,2.4872,3,187.47,3,7,2
"Warhammer 40,000: Conquest",964,"Card Game, Collectible Components, Fighting","Area Majority / Influence, Area-Impulse, Hand Management, Simultaneous Action Selection, Variable Player Powers",2014,60,14,3076,7.36368,6.58975,1.52935,646,135,3.037,2,102.99,3,5,4
A Study in Emerald,965,"Bluffing, Fantasy, Horror, Murder/Mystery, Novel-based, Political, Post-Napoleonic, Spies/Secret Agents, Zombies","Area Majority / Influence, Deck Bag and Pool Building, Hand Management, Hidden Roles, Open Drafting, Point to Point Movement, Team-Based Game",2013,90,13,3310,7.19694,6.58901,1.62519,831,237,3.4515,5,295.69,9,7,3
Caper: Europe,966,Card Game,"Area Majority / Influence, Closed Drafting, Set Collection, Tug of War",2022,35,10,1480,7.97527,6.58866,1.10115,312,32,2.2188,2,33.33,1,4,2
Wiz-War (Eighth Edition),967,"Fantasy, Fighting, Miniatures","Deck Construction, Dice Rolling, Grid Movement, Hand Management, Interrupts, Line of Sight, Map Deformation, Modular Board, Pick-up and Deliver, Player Elimination, Take That, Variable Set-up",2012,60,14,4862,7.04871,6.58788,1.44106,1088,245,2.3224,4,170.0,3,12,4
Bullet♥︎,968,"Fighting, Puzzle, Real-time, Science Fiction","Cooperative Game, Pattern Building, Push Your Luck, Real-Time, Solo / Solitaire Game, Variable Player Powers",2021,20,13,1858,7.72126,6.58723,1.33347,426,46,2.1304,2,60.58,4,6,2
CO₂,969,"Economic, Environmental, Industry / Manufacturing","Area Majority / Influence, Open Drafting, Semi-Cooperative Game, Solo / Solitaire Game, Worker Placement",2012,120,12,3827,7.12303,6.58704,1.48531,973,317,3.877,4,50.0,3,5,1
"Time of Crisis: The Roman Empire in Turmoil, 235-284 AD",970,"Ancient, Wargame","Action Points, Area Movement, Campaign / Battle Card Driven, Deck Bag and Pool Building, Dice Rolling, Hand Management, Open Drafting",2017,180,14,2000,7.61575,6.58563,1.32247,535,113,3.0177,4,72.98,2,7,3
Azul: Queen's Garden,971,"Abstract Strategy, Puzzle, Renaissance","End Game Bonuses, Pattern Building, Set Collection, Tile Placement, Turn Order: Claim Action",2021,60,10,2131,7.59085,6.58537,1.34203,396,96,2.9375,2,34.89,3,5,1
Nations: The Dice Game,972,"Ancient, Civilization, Dice, Medieval, Renaissance","Dice Rolling, Events, Push Your Luck, Re-rolling and Locking, Turn Order: Stat-Based, Variable Set-up",2014,40,14,5392,6.95766,6.58524,1.25321,1083,229,1.9956,4,44.96,5,6,1
Ticket to Ride: New York,973,Trains,"Hand Management, Network and Route Building, Open Drafting, Set Collection",2018,15,8,5952,6.95644,6.58512,1.16523,1020,91,1.2527,2,20.53,1,4,1
Tiny Epic Dinosaurs,974,"Animals, Fantasy, Farming, Science Fiction","Contracts, Enclosure, Hidden Victory Points, Solo / Solitaire Game, Worker Placement",2020,60,14,2624,7.38294,6.58352,1.18007,572,61,2.623,2,26.81,4,5,3
"Hey, That's My Fish!",975,"Abstract Strategy, Animals","Grid Movement, Hexagon Grid, Map Reduction, Modular Board",2003,20,8,20627,6.69369,6.58336,1.12168,5265,1517,1.4522,3,20.49,2,4,1
Falling Sky: The Gallic Revolt Against Caesar,976,"Ancient, Wargame","Area Majority / Influence, Area Movement, Campaign / Battle Card Driven, Dice Rolling, Events, Movement Points, Simulation, Solo / Solitaire Game, Variable Phase Order, Variable Player Powers",2016,360,14,1648,7.85233,6.58285,1.37846,517,115,4.0,4,86.82,2,10,4
Khôra: Rise of an Empire,977,"Ancient, City Building, Economic","Dice Rolling, Income, Investment, Open Drafting, Race, Simultaneous Action Selection",2021,75,14,2265,7.50824,6.5828,1.18139,401,88,2.7727,4,43.26,3,6,3
ICECOOL,978,"Action / Dexterity, Animals, Childrens Game","Area Movement, Flicking, Take That",2016,30,6,9998,6.80323,6.58165,1.26002,1745,152,1.0395,4,35.12,3,3,1
Container: 10th Anniversary Jumbo Edition!,979,"Economic, Industry / Manufacturing, Nautical, Transportation","Auction/Bidding, Closed Economy Auction, Commodity Speculation, Loans, Pick-up and Deliver, Set Collection",2018,90,13,1786,7.67941,6.58101,1.44575,464,47,2.9362,5,208.33,4,6,1
Reavers of Midgard,980,,"Dice Rolling, Follow, Open Drafting, Set Collection, Worker Placement",2019,120,14,2496,7.4162,6.58071,1.32766,569,80,2.9125,4,60.09,0,5,1
The Reckoners,981,"Dice, Novel-based, Science Fiction","Cooperative Game, Dice Rolling, Push Your Luck, Simultaneous Action Selection, Solo / Solitaire Game, Variable Player Powers",2018,100,13,1850,7.73966,6.57968,1.34187,427,48,2.6875,4,191.66,3,6,1
Dice Town,982,"American West, Dice","Catch the Leader, Dice Rolling, Set Collection, Simultaneous Action Selection",2009,45,10,7295,6.86012,6.57947,1.26144,1678,369,1.6883,4,49.95,2,4,2
Shikoku 1889,983,"Economic, Trains, Transportation","Auction/Bidding, Hexagon Grid, Market, Network and Route Building, Ownership, Stock Holding, Tile Placement, Victory Points as a Resource",2004,210,14,1396,7.97094,6.57945,1.22807,565,76,3.9079,4,,3,8,2
